Player, Nation, Position, Team, League, Age, YearBorn, MatchesPlayed, Starts, Mins, 90s, GoalsAgainst,GoalsAgainst90, ShotsOnTargetAgainst, Saves,Save%,W,D,L,CleanSheet, CleanSheet%, PKatt,PKAllowed,PKSaved,PKMissed,PKSave%
"Andriy Lunin","uaUKR","GK","Real Madrid","esLa Liga","22","1999","2","2","180","2.0","2","1.00","9","6","88.9","0","1","1","0","0.0","2","1","1","0","50.0",
"Andrey Lunyov","ruRUS","GK","Leverkusen","deBundesliga","29","1991","1","1","90","1.0","1","1.00","2","1","50.0","1","0","0","0","0.0","0","0","0","0","",
"Andreas Luthe","deGER","GK","Union Berlin","deBundesliga","34","1987","27","27","2,430","27.0","39","1.44","104","68","64.4","11","7","9","6","22.2","2","2","0","0","0.0",
"Niki Mäenpää","fiFIN","GK","Venezia","itSerie A","36","1985","17","16","1,485","16.5","27","1.64","84","57","73.8","1","4","11","1","6.3","6","5","0","1","0.0",
"Mike Maignan","frFRA","GK","Milan","itSerie A","26","1995","32","32","2,880","32.0","21","0.66","101","81","81.2","22","7","3","17","53.1","2","2","0","0","0.0",
"Giorgi Mamardashvili","geGEO","GK","Valencia","esLa Liga","20","2000","18","18","1,620","18.0","20","1.11","75","55","76.0","5","7","6","8","44.4","2","2","0","0","0.0",
"Steve Mandanda","frFRA","GK","Marseille","frLigue 1","36","1985","9","9","810","9.0","7","0.78","26","20","73.1","6","2","1","5","55.6","0","0","0","0","",
"Anthony Mandrea","dzALG","GK","Angers","frLigue 1","24","1996","10","10","900","10.0","14","1.40","44","31","68.2","3","3","4","2","20.0","0","0","0","0","",
"Davide Marfella","itITA","GK","Napoli","itSerie A","21","1999","1","0","11","0.1","0","0.00","1","1","100.0","0","0","0","1","","0","0","0","0","",
"Emiliano Martínez","arARG","GK","Aston Villa","engPremier League","28","1992","36","36","3,240","36.0","48","1.33","140","93","68.6","13","6","17","11","30.6","6","4","1","1","20.0",
"Josep Martinez","esESP","GK","RB Leipzig","deBundesliga","23","1998","1","1","90","1.0","3","3.00","4","1","25.0","0","0","1","0","0.0","0","0","0","0","",
"Luís Maximiano","ptPOR","GK","Granada","esLa Liga","22","1999","35","35","3,136","34.8","55","1.58","177","122","71.8","8","12","15","7","20.0","7","5","2","0","28.6",
"Alex McCarthy","engENG","GK","Southampton","engPremier League","31","1989","17","17","1,530","17.0","27","1.59","71","44","62.0","3","7","7","5","29.4","0","0","0","0","",
"Edouard Mendy","snSEN","GK","Chelsea","engPremier League","29","1992","34","34","3,060","34.0","31","0.91","102","72","75.5","19","10","5","14","41.2","6","6","0","0","0.0",
"Alex Meret","itITA","GK","Napoli","itSerie A","24","1997","7","7","619","6.9","6","0.87","29","23","79.3","5","1","1","2","28.6","0","0","0","0","",
"Illan Meslier","frFRA","GK","Leeds United","engPremier League","21","2000","38","38","3,384","37.6","79","2.10","220","142","66.4","9","11","18","5","13.2","5","5","0","0","0.0",
"Vanja Milinković-Savić","rsSRB","GK","Torino","itSerie A","24","1997","27","27","2,430","27.0","33","1.22","80","46","67.5","9","7","11","4","14.8","8","7","1","0","12.5",
"Lorenzo Montipò","itITA","GK","Hellas Verona","itSerie A","25","1996","34","34","3,060","34.0","50","1.47","137","88","65.0","13","10","11","4","11.8","3","2","1","0","33.3",
"Jessy Moulin","frFRA","GK","Troyes","frLigue 1","35","1986","7","7","630","7.0","8","1.14","24","16","75.0","1","3","3","1","14.3","2","2","0","0","0.0",
"Florian Müller","deGER","GK","Stuttgart","deBundesliga","23","1997","30","30","2,700","30.0","52","1.73","139","88","65.5","7","10","13","4","13.3","4","4","0","0","0.0",
"Juan Musso","arARG","GK","Atalanta","itSerie A","27","1994","33","33","2,932","32.6","42","1.29","119","80","67.2","16","8","9","8","24.2","4","3","0","1","0.0",
"Paul Nardi","frFRA","GK","Lorient","frLigue 1","27","1994","22","22","1,980","22.0","38","1.73","91","56","62.6","3","8","11","4","18.2","5","4","0","1","0.0",
"Keylor Navas","crCRC","GK","Paris S-G","frLigue 1","34","1986","21","21","1,856","20.6","18","0.87","78","60","79.5","13","6","2","7","33.3","2","2","0","0","0.0",
"Neto","brBRA","GK","Barcelona","esLa Liga","32","1989","3","3","270","3.0","4","1.33","14","10","71.4","2","1","0","0","0.0","0","0","0","0","",
"Manuel Neuer","deGER","GK","Bayern Munich","deBundesliga","35","1986","28","28","2,510","27.9","26","0.93","89","63","71.9","22","4","2","10","35.7","1","1","0","0","0.0",
"Alexander Nübel","deGER","GK","Monaco","frLigue 1","24","1996","38","38","3,420","38.0","40","1.05","141","104","77.3","20","9","9","11","28.9","9","8","0","1","0.0",
"Jan Oblak","siSVN","GK","Atlético Madrid","esLa Liga","28","1993","38","38","3,420","38.0","43","1.13","106","65","66.0","21","8","9","12","31.6","8","7","1","0","12.5",
"Oier Olazábal","esESP","GK","Espanyol","esLa Liga","31","1989","2","1","135","1.5","1","0.67","9","8","100.0","0","0","1","1","100.0","1","1","0","0","0.0",
"Robin Olsen","seSWE","GK","Aston Villa","engPremier League","31","1990","1","1","90","1.0","3","3.00","5","2","40.0","0","0","1","0","0.0","0","0","0","0","",
"Jonas Omlin","chSUI","GK","Montpellier","frLigue 1","27","1994","29","29","2,587","28.7","41","1.43","158","117","75.9","10","4","15","8","27.6","4","3","1","0","25.0",
"Stefan Ortega","deGER","GK","Arminia","deBundesliga","28","1992","33","33","2,970","33.0","53","1.61","176","125","73.9","4","13","16","6","18.2","7","7","0","0","0.0",
"David Ospina","coCOL","GK","Napoli","itSerie A","32","1988","31","31","2,790","31.0","25","0.81","106","82","77.4","19","6","6","13","41.9","1","1","0","0","0.0",
"Alexandre Oukidja","dzALG","GK","Metz","frLigue 1","33","1988","21","21","1,875","20.8","39","1.87","91","54","60.4","2","8","11","3","14.3","3","3","0","0","0.0",
"Jesús Owono","gqEQG","GK","Alavés","esLa Liga","20","2001","1","1","90","1.0","1","1.00","4","3","75.0","0","1","0","0","0.0","0","0","0","0","",
"Fernando Pacheco","esESP","GK","Alavés","esLa Liga","29","1992","34","34","3,053","33.9","60","1.77","148","85","62.8","8","5","21","5","14.7","8","5","3","0","37.5",
"Daniele Padelli","itITA","GK","Udinese","itSerie A","35","1985","3","3","270","3.0","8","2.67","21","13","61.9","1","0","2","1","33.3","0","0","0","0","",
"Ivor Pandur","hrCRO","GK","Hellas Verona","itSerie A","21","2000","3","3","270","3.0","6","2.00","15","9","66.7","1","0","2","0","0.0","1","1","0","0","0.0",
"Rui Patrício","ptPOR","GK","Roma","itSerie A","33","1988","38","38","3,420","38.0","43","1.13","146","104","74.0","18","9","11","15","39.5","6","5","1","0","16.7",
"Gianluca Pegolo","itITA","GK","Sassuolo","itSerie A","40","1981","1","1","90","1.0","3","3.00","5","2","40.0","0","0","1","0","0.0","0","0","0","0","",
"Philipp Pentke","deGER","GK","Hoffenheim","deBundesliga","36","1985","1","1","90","1.0","3","3.00","7","4","57.1","1","0","0","0","0.0","0","0","0","0","",
"Juan Pérez","esESP","GK","Osasuna","esLa Liga","25","1996","2","2","180","2.0","3","1.50","4","2","25.0","0","1","1","0","0.0","0","0","0","0","",
"Mattia Perin","itITA","GK","Juventus","itSerie A","28","1992","5","5","405","4.5","7","1.56","16","10","56.3","2","1","2","1","20.0","0","0","0","0","",
"Pavao Pervan","atAUT","GK","Wolfsburg","deBundesliga","33","1987","6","6","540","6.0","14","2.33","38","25","65.8","1","0","5","1","16.7","1","1","0","0","0.0",
"Danijel Petković","meMNE","GK","Angers","frLigue 1","28","1993","15","15","1,350","15.0","22","1.47","65","45","69.2","3","3","9","2","13.3","2","2","0","0","0.0",
"Jordan Pickford","engENG","GK","Everton","engPremier League","27","1994","35","35","3,150","35.0","58","1.66","170","116","66.5","10","6","19","7","20.0","1","1","0","0","0.0",
"Carlo Pinsoglio","itITA","GK","Juventus","itSerie A","31","1990","1","0","45","0.5","1","2.00","2","1","100.0","0","0","0","0","","1","1","0","0","0.0",
"Julian Pollersbeck","deGER","GK","Lyon","frLigue 1","26","1994","6","4","436","4.8","6","1.24","25","19","92.0","3","0","1","1","25.0","4","4","0","0","0.0",
"Nick Pope","engENG","GK","Burnley","engPremier League","29","1992","36","36","3,240","36.0","47","1.31","165","119","74.5","7","14","15","9","25.0","5","5","0","0","0.0",
"Gaëtan Poussin","frFRA","GK","Bordeaux","frLigue 1","22","1999","13","13","1,170","13.0","29","2.23","61","32","55.7","3","5","5","2","15.4","4","2","2","0","50.0",
"Alejandro Primo","esESP","GK","Levante","esLa Liga","17","2004","1","1","90","1.0","1","1.00","2","1","50.0","1","0","0","0","0.0","0","0","0","0","",
"Ivan Provedel","itITA","GK","Spezia","itSerie A","27","1994","31","31","2,761","30.7","52","1.70","165","116","73.9","9","5","17","7","22.6","11","9","0","2","0.0",
"Ionuț Radu","roROU","GK","Inter","itSerie A","24","1997","1","1","90","1.0","2","2.00","3","1","33.3","0","0","1","0","0.0","0","0","0","0","",
"Boris Radunović","rsSRB","GK","Cagliari","itSerie A","25","1996","3","3","270","3.0","5","1.67","17","11","76.5","0","2","1","1","33.3","2","1","1","0","50.0",
"Predrag Rajković","rsSRB","GK","Reims","frLigue 1","25","1995","38","38","3,420","38.0","44","1.16","161","116","75.8","11","13","14","11","28.9","7","5","1","1","16.7",
"Diant Ramaj","deGER","GK","Eint Frankfurt","deBundesliga","19","2001","1","1","90","1.0","1","1.00","4","3","75.0","0","1","0","0","0.0","0","0","0","0","",
"Aaron Ramsdale","engENG","GK","Arsenal","engPremier League","23","1998","34","34","3,060","34.0","39","1.15","128","90","73.4","21","3","10","12","35.3","6","5","0","1","0.0",
"Nicola Ravaglia","itITA","GK","Sampdoria","itSerie A","32","1988","1","0","5","0.1","1","18.00","1","0","100.0","0","0","0","0","","1","1","0","0","0.0",
"David Raya","esESP","GK","Brentford","engPremier League","25","1995","24","24","2,160","24.0","27","1.13","103","76","77.7","10","5","9","8","33.3","4","4","0","0","0.0",
"Manolo Reina","esESP","GK","Mallorca","esLa Liga","36","1985","21","21","1,890","21.0","26","1.24","75","49","68.0","6","9","6","8","38.1","3","2","1","0","33.3",
"Pepe Reina","esESP","GK","Lazio","itSerie A","38","1982","15","15","1,350","15.0","29","1.93","60","31","58.3","6","4","5","2","13.3","5","4","0","1","0.0",
"Álex Remiro","esESP","GK","Real Sociedad","esLa Liga","26","1995","35","35","3,150","35.0","32","0.91","112","79","75.0","15","11","9","19","54.3","5","4","1","0","20.0",
"Sergio Rico","esESP","GK","Mallorca","esLa Liga","27","1993","14","14","1,260","14.0","29","2.07","57","29","54.4","4","0","10","1","7.1","4","3","1","0","25.0",
"Sergio Rico","esESP","GK","Paris S-G","frLigue 1","27","1993","1","0","23","0.3","1","3.91","3","2","66.7","0","0","0","0","","0","0","0","0","",
"Manuel Riemann","deGER","GK","Bochum","deBundesliga","32","1988","31","31","2,790","31.0","45","1.45","155","112","72.9","10","6","15","7","22.6","6","3","2","1","40.0",
"Leo Román","esESP","GK","Mallorca","esLa Liga","21","2000","2","2","180","2.0","5","2.50","14","10","71.4","0","0","2","0","0.0","1","1","0","0","0.0",
"Sergio Romero","arARG","GK","Venezia","itSerie A","34","1987","16","16","1,440","16.0","33","2.06","105","74","74.3","3","4","9","3","18.8","6","6","0","0","0.0",
"Francesco Rossi","itITA","GK","Atalanta","itSerie A","30","1991","1","0","37","0.4","1","2.43","2","1","50.0","0","0","0","0","","0","0","0","0","",
"John Ruddy","engENG","GK","Wolves","engPremier League","34","1986","2","1","135","1.5","3","2.00","7","4","57.1","0","1","0","0","0.0","0","0","0","0","",
"Gerónimo Rulli","arARG","GK","Villarreal","esLa Liga","29","1992","32","32","2,880","32.0","28","0.87","100","72","75.0","14","9","9","14","43.8","4","3","1","0","25.0",
"Mathew Ryan","auAUS","GK","Real Sociedad","esLa Liga","29","1992","3","3","270","3.0","5","1.67","15","10","73.3","2","0","1","1","33.3","1","1","0","0","0.0",
"Frederik Rønnow","dkDEN","GK","Union Berlin","deBundesliga","28","1992","7","7","630","7.0","5","0.71","18","14","72.2","5","2","0","2","28.6","0","0","0","0","",
"José Sá","ptPOR","GK","Wolves","engPremier League","28","1993","37","37","3,285","36.5","40","1.10","160","121","80.6","15","5","17","11","29.7","10","9","0","1","0.0",
"Romain Salin","frFRA","GK","Rennes","frLigue 1","37","1984","1","1","90","1.0","2","2.00","3","1","33.3","0","0","1","0","0.0","0","0","0","0","",
"Robert Sánchez","esESP","GK","Brighton","engPremier League","23","1997","37","37","3,329","37.0","42","1.14","141","99","72.3","12","15","10","11","29.7","4","3","0","1","0.0",
"Giacomo Satalino","itITA","GK","Sassuolo","itSerie A","22","1999","1","0","8","0.1","0","0.00","1","1","100.0","0","0","0","0","","0","0","0","0","",
"Kasper Schmeichel","dkDEN","GK","Leicester City","engPremier League","34","1986","37","37","3,330","37.0","58","1.57","187","128","72.7","13","10","14","7","18.9","9","7","2","0","22.2",
"Marvin Schwäbe","deGER","GK","Köln","deBundesliga","26","1995","21","21","1,890","21.0","28","1.33","98","70","71.4","10","4","7","3","14.3","1","0","1","0","100.0",
"Alexander Schwolow","deGER","GK","Hertha BSC","deBundesliga","29","1992","25","25","2,175","24.2","51","2.11","123","72","62.6","7","5","13","4","16.0","5","5","0","0","0.0",
"Matz Sels","beBEL","GK","Strasbourg","frLigue 1","29","1992","37","37","3,330","37.0","43","1.16","130","88","70.0","16","12","9","13","35.1","4","4","0","0","0.0",
"Adrian Šemper","hrCRO","GK","Genoa","itSerie A","23","1998","1","1","90","1.0","1","1.00","4","3","75.0","0","0","1","0","0.0","0","0","0","0","",
"Luigi Sepe","itITA","GK","Salernitana","itSerie A","30","1991","16","16","1,392","15.5","24","1.55","78","54","73.1","4","8","4","1","6.3","3","3","0","0","0.0",
"Rui Silva","ptPOR","GK","Betis","esLa Liga","27","1994","22","21","1,964","21.8","21","0.96","76","55","75.0","11","4","6","8","38.1","2","2","0","0","0.0",
"Marco Silvestri","itITA","GK","Udinese","itSerie A","30","1991","35","35","3,150","35.0","50","1.43","141","92","68.1","10","14","11","7","20.0","7","5","0","2","0.0",
"Unai Simón","esESP","GK","Athletic Club","esLa Liga","24","1997","34","34","3,060","34.0","31","0.91","111","81","74.8","13","11","10","12","35.3","3","3","0","0","0.0",
"Tobias Sippel","deGER","GK","Gladbach","deBundesliga","33","1988","1","1","90","1.0","1","1.00","3","2","66.7","0","1","0","0","0.0","0","0","0","0","",
"Salvatore Sirigu","itITA","GK","Genoa","itSerie A","34","1987","37","37","3,330","37.0","59","1.59","180","122","69.4","4","16","17","10","27.0","5","4","1","0","20.0",
"Antonio Sivera","esESP","GK","Alavés","esLa Liga","24","1996","4","3","277","3.1","4","1.30","16","12","81.3","0","1","2","1","33.3","1","1","0","0","0.0",
"Łukasz Skorupski","plPOL","GK","Bologna","itSerie A","30","1991","36","36","3,240","36.0","53","1.47","174","122","74.1","11","9","16","12","33.3","9","8","1","0","11.1",
"Yann Sommer","chSUI","GK","Gladbach","deBundesliga","32","1988","33","33","2,970","33.0","60","1.82","182","120","68.7","12","8","13","5","15.2","5","3","2","0","40.0",
"David Soria","esESP","GK","Getafe","esLa Liga","28","1993","38","38","3,414","37.9","41","1.08","132","91","70.5","8","15","15","13","34.2","4","2","1","1","33.3",
"Marco Sportiello","itITA","GK","Atalanta","itSerie A","29","1992","5","5","450","5.0","5","1.00","18","13","83.3","0","3","2","2","40.0","2","2","0","0","0.0",
"Jason Steele","engENG","GK","Brighton","engPremier League","30","1990","1","1","90","1.0","2","2.00","5","3","60.0","0","0","1","0","0.0","0","0","0","0","",
"Jed Steer","engENG","GK","Aston Villa","engPremier League","28","1992","1","1","90","1.0","3","3.00","4","1","25.0","0","0","1","0","0.0","0","0","0","0","",
"Zack Steffen","usUSA","GK","Manchester City","engPremier League","26","1995","1","1","90","1.0","0","0.00","2","2","100.0","1","0","0","1","100.0","0","0","0","0","",
"Thomas Strakosha","alALB","GK","Lazio","itSerie A","26","1995","23","23","2,070","23.0","29","1.26","86","58","67.4","12","6","5","7","30.4","1","1","0","0","0.0",
"Wojciech Szczęsny","plPOL","GK","Juventus","itSerie A","31","1990","33","33","2,970","33.0","29","0.88","105","73","75.2","18","9","6","12","36.4","6","3","3","0","50.0",
"Ciprian Tătărușanu","roROU","GK","Milan","itSerie A","35","1986","6","6","540","6.0","10","1.67","24","14","66.7","4","1","1","1","16.7","3","2","1","0","33.3",
"Marc-André ter Stegen","deGER","GK","Barcelona","esLa Liga","29","1992","35","35","3,150","35.0","34","0.97","109","74","70.6","19","9","7","11","31.4","3","2","1","0","33.3",
"Pietro Terracciano","itITA","GK","Fiorentina","itSerie A","31","1990","32","31","2,862","31.8","43","1.35","100","58","59.0","16","5","10","9","29.0","3","2","1","0","33.3",
"Kevin Trapp","deGER","GK","Eint Frankfurt","deBundesliga","31","1990","32","32","2,880","32.0","46","1.44","157","112","73.2","10","11","11","5","15.6","4","4","0","0","0.0",
"Philipp Tschauner","deGER","GK","RB Leipzig","deBundesliga","35","1985","1","0","3","0.0","0","0.00","0","0","","0","0","0","1","","0","0","0","0","",
"Sven Ulreich","deGER","GK","Bayern Munich","deBundesliga","32","1988","6","6","540","6.0","11","1.83","23","13","56.5","2","1","3","1","16.7","1","1","0","0","0.0",
"Benjamin Uphoff","deGER","GK","Freiburg","deBundesliga","27","1993","2","2","180","2.0","7","3.50","12","5","41.7","0","1","1","0","0.0","0","0","0","0","",
"Rúben Vezo","ptPOR","DF","Levante","esLa Liga","27","1994","1","1","4","26.9","0","0.00","0","0","","0","0","0","0","0.0","0","0","0","0","",
"Guglielmo Vicario","itITA","GK","Empoli","itSerie A","24","1996","38","38","3,420","38.0","70","1.84","216","150","69.9","10","11","17","7","18.4","10","5","2","3","28.6",
"Danny Ward","wlsWAL","GK","Leicester City","engPremier League","28","1993","1","1","90","1.0","1","1.00","5","4","80.0","1","0","0","0","0.0","0","0","0","0","",
"Freddie Woodman","engENG","GK","Newcastle Utd","engPremier League","24","1997","4","4","360","4.0","12","3.00","22","9","54.5","0","1","3","0","0.0","3","2","1","0","33.3",
"Robin Zentner","deGER","GK","Mainz 05","deBundesliga","26","1994","32","32","2,880","32.0","42","1.31","120","78","68.3","12","6","14","10","31.3","5","4","1","0","20.0",
"Luca Zidane","dzALG","GK","Rayo Vallecano","esLa Liga","23","1998","8","8","645","7.2","13","1.81","37","24","64.9","0","1","7","0","0.0","0","0","0","0","",
"Jeroen Zoet","nlNED","GK","Spezia","itSerie A","30","1991","7","7","630","7.0","19","2.71","43","23","58.1","1","1","5","0","0.0","2","1","1","0","50.0",
"Petar Zovko","baBIH","GK","Spezia","itSerie A","19","2002","1","0","29","0.3","0","0.00","0","0","","0","0","0","0","","0","0","0","0","",
